a,b,c,n,l,m,quality,m is not a proper divisor of b
1,38765918212890624,38765918212890625,196890625,2,3612672,1.0992,False
1,38939681031297200,38939681031297201,197331399,2,117128,1.0847,False
1,39029270440509440,39029270440509441,197558271,2,65536,1.0022,False
1,39029270835625983,39029270835625984,197558272,2,793881,1.0491,False
1,39195357776330624,39195357776330625,197978175,2,877952,1.0064,False
1,39237511926513663,39237511926513664,198084608,2,35721,1.0270,False
1,39311176498234368,39311176498234369,198270463,2,65204991488,1.0348,False
1,39314661377121000,39314661377121001,198279251,2,64242477000,1.0612,False
1,39404234627990000,39404234627990001,198504999,2,13690000,1.0117,False
1,39464205938688000,39464205938688001,198655999,2,3936256000,1.0022,False
1,39569345030361600,39569345030361601,198920449,2,1145145600,1.0277,False
1,39716653966221375,39716653966221376,199290376,2,11226691125,1.0336,False
1,39737641217464575,39737641217464576,199343024,2,2640901257225,1.0083,False
1,39857993460830223,39857993460830224,199644668,2,8680203,1.0047,False
1,39857993860119560,39857993860119561,199644669,2,19652,1.0234,False
1,39908302213349375,39908302213349376,199770624,2,53655625,1.0062,False
1,39984001999920000,39984001999920001,199960001,2,7998400080000,1.0048,False
1,40007302534660095,40007302534660096,342016,3,205209,1.0080,False
1,40016002000080000,40016002000080001,200040001,2,500100005000,1.0844,False
1,40026772878420240,40026772878420241,200066921,2,233928,1.0202,False
1,40029445016812800,40029445016812801,200073599,2,9017401600,1.0348,False
1,40062692945802240,40062692945802241,200156671,2,110636803584,1.0814,False
1,40111284093452288,40111284093452289,200278017,2,2097152,1.0143,False
1,40176424106330624,40176424106330625,200440575,2,2515456,1.1770,False
1,40232667199467392,40232667199467393,342657,3,46208,1.0119,False
1,40334726145245183,40334726145245184,200835072,2,148877,1.1795,False
1,40334726546915328,40334726546915329,200835073,2,442368,1.1108,False
1,40415640558125055,40415640558125056,201036416,2,8567908969,1.0097,False
1,40487727341709375,40487727341709376,201215624,2,528125,1.0027,False
1,40487727744140624,40487727744140625,201215625,2,1042568,1.0212,False
1,40532397048987648,40532397048987649,201326593,2,2877292544,1.0788,False
1,40534192499426703,40534192499426704,201331052,2,201331053,1.0255,False
1,40534192902088808,40534192902088809,201331053,2,89401,1.0449,False
1,40534728847123455,40534728847123456,201332384,2,2329703289,1.0087,False
1,40677415775585874,40677415775585875,343915,3,2783723121,1.0184,False
1,40736317286095200,40736317286095201,201832399,2,168544800,1.0091,False
1,40854110971752000,40854110971752001,202123999,2,6406452000,1.0273,False
1,40862853302349375,40862853302349376,202145624,2,373767260625,1.0011,False
1,40922741799245124,40922741799245125,344605,3,79524,1.0084,False
1,41006249595000000,41006249595000001,202499999,2,194602500000,1.0193,False
1,41040428994140624,41040428994140625,202584375,2,4624,1.0068,False
1,41228048878829568,41228048878829569,203046913,2,189215834112,1.0148,False
1,41303870155063295,41303870155063296,14256,4,24389,1.0713,False
1,41303870561530368,41303870561530369,203233537,2,1679616,1.0925,False
1,41311831196240640,41311831196240641,203253121,2,1180338034178304,1.0079,False
1,41452959592800000,41452959592800001,203599999,2,60505200000,1.0280,False
1,41462332979664896,41462332979664897,346113,3,346112,1.0010,False
1,41812121520015624,41812121520015625,204480125,2,52488,1.1394,False
1,41831204964329088,41831204964329089,204526783,2,99400017024,1.0310,False
1,41871983630349600,41871983630349601,204626449,2,24054048,1.1238,False
1,41871984039602499,41871984039602500,204626450,2,68921,1.0091,False
1,41943040409600000,41943040409600001,204800001,2,24780800000,1.0210,False
1,42131154862080000,42131154862080001,205258751,2,8847360000,1.0096,False
1,42166055253375000,42166055253375001,205343749,2,149232375000,1.0093,False
1,42238838281601024,42238838281601025,205520895,2,8388608,1.0683,False
1,42238838692642815,42238838692642816,14336,4,81,1.0481,False
1,42250624904986623,42250624904986624,205549568,2,22838841,1.0683,False
1,42250625316085760,42250625316085761,14337,4,512,1.0894,False
1,42420747070850624,42420747070850625,205962975,2,5046092912,1.0413,False
1,42483805043768000,42483805043768001,206115999,2,6035488712000,1.0042,False
1,42483805868232000,42483805868232001,206116001,2,225387846000,1.0409,False
1,42561753437610000,42561753437610001,206305001,2,2464918830000,1.0171,False
1,42578744979685887,42578744979685888,349192,3,5250987,1.0283,False
1,42628779416999160,42628779416999161,206467381,2,271443085848,1.0582,False
1,42639772448988000,42639772448988001,206494001,2,109053126468000,1.0161,False
1,42794885354347008,42794885354347009,206869247,2,256256798529024,1.0110,False
1,42957532084236120,42957532084236121,207261989,2,12754584,1.0057,False
1,42986226908102400,42986226908102401,14399,4,57600,1.0101,False
1,43057919976192575,43057919976192576,207504024,2,59968663225,1.0127,False
1,43081838135599200,43081838135599201,14407,4,1920800,1.0171,False
1,43277259351760640,43277259351760641,208031871,2,256,1.0037,False
1,43329355585159167,43329355585159168,351232,3,2209,1.0642,False
1,43384370424300800,43384370424300801,208289151,2,6400,1.0155,False
1,43416263686295808,43416263686295809,208365697,2,19443020011776,1.0111,False
1,43493910426451968,43493910426451969,208551937,2,802816,1.0266,False
1,43622500017720000,43622500017720001,208860001,2,305910280000,1.0076,False
1,43674468994140624,43674468994140625,208984375,2,3888,1.0050,False
1,43739800607109375,43739800607109376,209140624,2,56953125,1.0300,False
1,43766836209152000,43766836209152001,209205249,2,256000,1.0345,False
1,43909197967577088,43909197967577089,209545217,2,26873856,1.0308,False
1,43980464691609600,43980464691609601,209715199,2,20552089600,1.0089,False
1,43997647077457920,43997647077457921,209756161,2,859161239552,1.0588,False
1,44034096016684375,44034096016684376,353126,3,1084128125,1.0011,False
1,44494154298140624,44494154298140625,210936375,2,5062482000016,1.0124,False
1,44774559576800000,44774559576800001,211599999,2,423200000,1.0005,False
1,44828339890615680,44828339890615681,211727041,2,580979003248,1.0662,False
1,44904258365250000,44904258365250001,14557,4,250000,1.0143,False
1,45180828543614975,45180828543614976,212557824,2,133225,1.0179,False
1,45210826280397375,45210826280397376,212628376,2,4441578375125,1.0821,False
1,45322418212890624,45322418212890625,212890625,2,2048,1.0796,False
1,45323725370753024,45323725370753025,212893695,2,1871773696,1.0004,False
1,45572753587662080,45572753587662081,213477759,2,40187259008,1.0365,False
1,45576526671667215,45576526671667216,213486596,2,1445268009249,1.0122,False
1,45786656109374999,45786656109375000,357750,3,405769,1.0276,False
1,45923899819696128,45923899819696129,214298623,2,331776,1.0281,False
1,45923900248293375,45923900248293376,214298624,2,3826761125,1.0917,False
1,45937177007500800,45937177007500801,214329599,2,428659200,1.0099,False
1,45949729434854399,45949729434854400,214358880,2,214358881,1.1932,False
1,45949729863572160,45949729863572161,11,16,32,1.0286,False
1,45956641053750000,45956641053750001,214375001,2,2443982187500,1.0396,False
1,46157837343750000,46157837343750001,214843751,2,12656250000,1.0179,False
1,46159071844197375,46159071844197376,214846624,2,139300875,1.0006,False
1,46172178418511375,46172178418511376,214877124,2,323610125,1.0295,False
1,46221065153740800,46221065153740801,214990849,2,10749542400,1.0135,False
1,46280744796159999,46280744796160000,215129600,2,243,1.0038,False
1,46280745226419200,46280745226419201,215129601,2,215129600,1.0224,False
1,46564622785140624,46564622785140625,215788375,2,25765776,1.0065,False
1,46577522644337168,46577522644337169,215818263,2,171802697,1.0583,False
1,46598731360616448,46598731360616449,215867393,2,724451328,1.0126,False
1,46624793220062499,46624793220062500,215927750,2,875730982139,1.0166,False
1,46750117144804515,46750117144804516,216217754,2,32130664704333,1.0560,False
1,46784170288541168,46784170288541169,216296487,2,19208,1.0216,False
1,46868190712890624,46868190712890625,216490625,2,87808,1.0372,False
1,46877878735974000,46877878735974001,216512999,2,6652854000,1.0106,False
1,46946090403316224,46946090403316225,216670465,2,10077696,1.0179,False
1,47207261038182399,47207261038182400,217272320,2,373527,1.0421,False
1,47255330864365568,47255330864365569,217382913,2,3211264,1.0222,False
1,47346278899184000,47346278899184001,14751,4,2689600,1.0724,False
1,47399239056877568,47399239056877569,217713663,2,100352,1.0176,False
1,47471498743961600,47471498743961601,217879551,2,43059200,1.0098,False
1,47538232105369599,47538232105369600,218032640,2,5298723,1.1650,False
1,47538232541434880,47538232541434881,218032641,2,12459008,1.0010,False
1,47573062220025000,47573062220025001,218112499,2,151467012500,1.0536,False
1,47682487550966400,47682487550966401,218363201,2,349381123200,1.0056,False
1,47785120886643840,47785120886643841,362881,3,999065664,1.0502,False
1,47791976498565120,47791976498565121,218613761,2,384970752,1.0095,False
1,47819739230208000,47819739230208001,218677249,2,495616000,1.0297,False
1,47847843384767000,47847843384767001,218741499,2,8064500,1.1188,False
1,47847843822249999,47847843822250000,218741500,2,272863107,1.0251,False
1,47869556816347875,47869556816347876,218791126,2,12707607331125,1.0221,False
1,48038549000274360,48038549000274361,219176981,2,57734424,1.0083,False
1,48231022304909375,48231022304909376,219615624,2,681528125,1.0067,False
1,48276943876582200,48276943876582201,219720149,2,65626576200,1.0064,False
1,48407293274730624,48407293274730625,220016575,2,306110016,1.0224,False
1,48538796604278840,48538796604278841,220315221,2,148139953928,1.0089,False
1,48565140624999999,48565140625000000,220375000,2,5282739,1.0367,False
1,48570043651743375,48570043651743376,220386124,2,27548265375,1.0293,False
1,48608494973595648,48608494973595649,220473343,2,3968520192,1.0052,False
1,48617074851839999,48617074851840000,220492800,2,220492801,1.0116,False
1,48617075292825600,48617075292825601,14849,4,460800,1.0304,False
1,48719635546112000,48719635546112001,220725249,2,69337088000,1.0082,False
1,48987046365530624,48987046365530625,221330175,2,140608,1.0608,False
1,49032906081930000,49032906081930001,221433751,2,885735000,1.0288,False
1,49087159950025728,49087159950025729,221556223,2,56718392832,1.0222,False
1,49132059719070783,49132059719070784,221657528,2,1098168253,1.0290,False
1,49144859501587200,49144859501587201,221686399,2,12155542790400,1.0085,False
1,49473083476807935,49473083476807936,222425456,2,137088223331,1.0786,False
1,49514594546600000,49514594546600001,222518751,2,200000,1.0085,False
1,49522270850928000,49522270850928001,222535999,2,157464000,1.0223,False
1,49536763900473599,49536763900473600,222568560,2,923521,1.0615,False
1,49536764345610720,49536764345610721,222568561,2,2782107,1.0822,False
1,49559485858920800,49559485858920801,222619599,2,63605600,1.0014,False
1,49636220011599375,49636220011599376,222791876,2,12658629375,1.0021,False
1,49839497603188224,49839497603188225,223247615,2,1242421504,1.0252,False
1,49930953167427200,49930953167427201,223452351,2,328606400,1.0347,False
1,50018670786022848,50018670786022849,607,6,28224,1.0027,False
1,50031545098999706,50031545098999707,3,35,121,1.0350,False
1,50195097816890624,50195097816890625,224042625,2,7169364032,1.1255,False
1,50269261343621775,50269261343621776,224208076,2,52859370498025,1.0167,False
1,50302079550125000,50302079550125001,224281251,2,21125000,1.0006,False
1,50416583698140624,50416583698140625,224536375,2,109746576,1.0007,False
1,50501954407507200,50501954407507201,224726399,2,88136046086400,1.0295,False
1,50612761189785600,50612761189785601,224972801,2,109336780800,1.0058,False
1,50623087068071000,50623087068071001,224995749,2,2756197913000,1.0015,False
1,50751077949440000,50751077949440001,225279999,2,20480000,1.0262,False
1,50751078399999999,50751078400000000,225280000,2,3087,1.0076,False
1,50785529105889600,50785529105889601,225356449,2,7211406400,1.0099,False
1,50854478212890624,50854478212890625,225509375,2,65536,1.0228,False
1,50854478663909375,50854478663909376,225509376,2,528125,1.0043,False
1,50872087509012224,50872087509012225,225548415,2,519968384,1.0217,False
1,50898825726197760,50898825726197761,225607681,2,778686234624,1.0107,False
1,50945690712133440,50945690712133441,225711521,2,419904,1.0020,False
1,50957983703040000,50957983703040001,225738751,2,282173440000,1.0108,False
1,50977172400000000,50977172400000001,225781249,2,57800000000,1.0295,False
1,51194784522396024,51194784522396025,226262645,2,6561,1.0574,False
1,51194784974921315,51194784974921316,226262646,2,45252529,1.0186,False
1,51217439991791615,51217439991791616,226312704,2,19266931,1.0148,False
1,51225233139866240,51225233139866241,226329921,2,31052465024,1.0004,False
1,51297144817012899,51297144817012900,226488730,2,3286969,1.0124,False
1,51400696484225088,51400696484225089,226717217,2,197068158144,1.0536,False
1,51420010070677248,51420010070677249,226759807,2,76644815104,1.0340,False
1,51575965646730624,51575965646730625,227103425,2,31104,1.0092,False
1,51594077372030208,51594077372030209,227143297,2,1394434523568384,1.0072,False
1,51801003005165568,51801003005165569,227598337,2,151466692608,1.0477,False
1,51807061850052608,51807061850052609,227611647,2,255537007616,1.0199,False
1,51892224486225200,51892224486225201,15093,4,137200,1.0041,False
1,52060418095620483,52060418095620484,228167522,2,25351947,1.0665,False
1,52060418551955528,52060418551955529,228167523,2,942841,1.1091,False
1,52060750764399000,52060750764399001,228168251,2,665338617000,1.0715,False
1,52177494994579968,52177494994579969,228423937,2,3654783008,1.0956,False
1,52253191055605760,52253191055605761,228589569,2,253755392,1.0369,False
1,52290546522015168,52290546522015169,228671263,2,2513606043456,1.0077,False
1,52294769708167008,52294769708167009,228680497,2,889109776224,1.0008,False
1,52310459739039999,52310459739040000,228714800,2,123823,1.0030,False
1,52319871776390624,52319871776390625,228735375,2,114367688,1.0445,False
1,52319872233861375,52319872233861376,15124,4,76245125,1.0253,False
1,52389093970489599,52389093970489600,228886640,2,1230570877563,1.0580,False
1,52524216779277375,52524216779277376,229181624,2,15125,1.0334,False
1,52527591762086168,52527591762086169,229188987,2,577226283099848,1.0075,False
1,52807591890950624,52807591890950625,229799025,2,7904288,1.0569,False
1,52895113072869375,52895113072869376,229989376,2,387680625,1.0705,False
1,52973042376165288,52973042376165289,230158733,2,455752653109,1.0661,False
1,53033990278627800,53033990278627801,230291099,2,17714700,1.0243,False
1,53033990739209999,53033990739210000,230291100,2,237169,1.1154,False
1,53055380029876224,53055380029876225,230337535,2,553040423936,1.0232,False
1,53097696862890624,53097696862890625,230429375,2,14709888,1.0093,False
1,53126192816457600,53126192816457601,230491199,2,53782400,1.0136,False
1,53215569686370000,53215569686370001,230685001,2,917478185000,1.0344,False
1,53361866253515624,53361866253515625,231001875,2,77284,1.0843,False
1,53361866715519375,53361866715519376,231001876,2,25666875,1.0635,False
1,53362203516786024,53362203516786025,231002605,2,3118535181,1.1642,False
1,53379481137920000,53379481137920001,231039999,2,39623360000,1.0415,False
1,53438644686336000,53438644686336001,231168001,2,29589504256000,1.0230,False
1,53534168967979440,53534168967979441,15211,4,129686544,1.0106,False
1,53607588435331875,53607588435331876,231533126,2,20672600625,1.0014,False
1,53770085108250624,53770085108250625,231883775,2,10061824,1.0672,False
1,53988009085533600,53988009085533601,232353199,2,9525600,1.0077,False
1,54020648488730624,54020648488730625,232423425,2,65536,1.0114,False
1,54023028530817024,54023028530817025,232428545,2,2091856896,1.0198,False
1,54161636834934783,54161636834934784,232726528,2,1361367,1.0034,False
1,54245554661376000,54245554661376001,232906751,2,1119744000,1.0405,False
1,54480608558964224,54480608558964225,233410815,2,1229312,1.0054,False
1,54608679692370000,54608679692370001,233685001,2,810000,1.0138,False
1,54647741514622095,54647741514622096,233768564,2,77472219447,1.0022,False
1,54722519251545600,54722519251545601,233928449,2,5060340230400,1.0256,False
1,54849639531600000,54849639531600001,234199999,2,245235600000,1.0048,False
1,54927178684361360,54927178684361361,15309,4,676,1.0433,False
1,55195067407053024,55195067407053025,234936305,2,75989792,1.0323,False
1,55330330646448000,55330330646448001,235224001,2,1033574256000,1.0006,False
1,55593460870414335,55593460870414336,235782656,2,78594219,1.0561,False
1,55593461341979648,55593461341979649,235782657,2,128,1.0766,False
1,55593461813544963,55593461813544964,235782658,2,80873451351,1.0104,False
1,55808793304367103,55808793304367104,236238848,2,1565109,1.0409,False
1,55808793776844800,55808793776844801,236238849,2,190515200,1.0336,False
1,55814062972500000,55814062972500001,236250001,2,67500000,1.0125,False
1,55880527587890624,55880527587890625,15375,4,61504,1.0126,False
1,55895066556890624,55895066556890625,236421375,2,5792323712,1.0470,False
1,56046208752048024,56046208752048025,236740805,2,23096664,1.0007,False
1,56071754101152000,56071754101152001,236794751,2,34906464000,1.0058,False
1,56087560317359375,56087560317359376,236828124,2,4507234375,1.0003,False
1,56187357149625624,56187357149625625,237038725,2,12812904,1.0045,False
1,56302193709173888,56302193709173889,237280833,2,339646574464,1.0703,False
1,56748173328000000,56748173328000001,238218751,2,1936000000,1.0441,False
1,56904130662781688,56904130662781689,238545867,2,3550516669544,1.0179,False
1,56997455596477200,56997455596477201,238741399,2,9082800,1.0058,False
1,57171062822393520,57171062822393521,239104711,2,293184937550736,1.0363,False
1,57191980659105600,57191980659105601,239148449,2,7652750400,1.0017,False
1,57211863754080255,57211863754080256,239190016,2,14070001,1.0090,False
1,57211864232460288,57211864232460289,239190017,2,16384,1.1810,False
1,57255807089368448,57255807089368449,239281857,2,478563712,1.0058,False
1,57611121656802560,57611121656802561,240023169,2,93969223936,1.0173,False
1,57763580891476480,57763580891476481,386561,3,512,1.0122,False
1,57871819931640624,57871819931640625,240565625,2,2834352,1.0053,False
1,58005545310999999,58005545311000000,387100,3,19683,1.0044,False
1,58011089116237568,58011089116237569,240854913,2,1257728,1.0003,False
1,58018055812890624,58018055812890625,240869375,2,160579584,1.0357,False
1,58018056294629375,58018056294629376,240869376,2,625,1.0168,False
1,58033411769760000,58033411769760001,240901249,2,10576528480000,1.0093,False
1,58053999570688575,58053999570688576,240943976,2,15112030761,1.0911,False
1,58163873291015624,58163873291015625,241171875,2,1331,1.0412,False
1,58163873773359375,58163873773359376,241171876,2,241171875,1.0221,False
1,58203685036851200,58203685036851201,241254399,2,32983244800,1.0433,False
1,58483490088959999,58483490088960000,241833600,2,241833601,1.0134,False
1,58483490572627200,58483490572627201,15551,4,518400,1.0322,False
1,58499710993108224,58499710993108225,241867135,2,2563191122688,1.0173,False
1,58842509822712000,58842509822712001,242574751,2,7762392000,1.0131,False
1,58868330370553088,58868330370553089,242627967,2,4436625664,1.0123,False
1,58871586708267912,58871586708267913,73,9,648,1.0102,False
1,58883219934505200,58883219934505201,242658649,2,106287400603800,1.0193,False
1,58942641152475135,58942641152475136,242781056,2,35397477819,1.0402,False
1,59034724126949375,59034724126949376,624,6,625,1.0124,False
1,59034724612890624,59034724612890625,242970625,2,161980416,1.0311,False
1,59035178969125632,59035178969125633,389377,3,1599167232,1.0092,False
1,59589386962890624,59589386962890625,244109375,2,122054688,1.0423,False
1,59589387451109375,59589387451109376,15624,4,15625,1.0232,False
1,59604644287109375,59604644287109376,244140624,2,244140625,1.0423,False
1,59604644775390624,59604644775390625,5,24,16,1.0622,False
1,59754458838481407,59754458838481408,390952,3,165483351,1.0625,False
1,59768190401263568,59768190401263569,244475337,2,390224,1.0021,False
1,59974709588049024,59974709588049025,244897345,2,33685632,1.0006,False
1,60090580392707600,60090580392707601,245133801,2,384400,1.0180,False
1,60385465623418848,60385465623418849,245734543,2,1599021968632,1.0751,False
1,60534451406249999,60534451406250000,246037500,2,2809,1.0149,False
1,60534451898325000,60534451898325001,246037501,2,164025000,1.0338,False
1,60543313509249080,60543313509249081,246055509,2,1295029,1.0731,False
1,60543314001360099,60543314001360100,246055510,2,82018503,1.0333,False
1,60623673344000000,60623673344000001,246218751,2,409600000,1.1434,False
1,60708340087890624,60708340087890625,246390625,2,1618291984,1.0693,False
1,60754547612109375,60754547612109376,246484376,2,56953125,1.0534,False
1,60978684023013375,60978684023013376,246938624,2,246938625,1.0042,False
1,60978684516890624,60978684516890625,246938625,2,1024,1.0227,False
1,61295175556890624,61295175556890625,247578625,2,248020992,1.0002,False
1,61341989726268800,61341989726268801,247673151,2,1724300484224,1.0468,False
1,61395609796890624,61395609796890625,247781375,2,4096,1.0672,False
1,61395610292453375,61395610292453376,247781376,2,49556275,1.0472,False
1,61408804368384000,61408804368384001,247807999,2,120434688000,1.0101,False
1,61477591331456000,61477591331456001,247946751,2,128000,1.0004,False
1,61494221748681224,61494221748681225,247980285,2,1634691752,1.0080,False
1,61647979220392320,61647979220392321,248290111,2,39237696,1.0490,False
1,61733924484765624,61733924484765625,248463125,2,20160392616,1.0317,False
1,61753367758058000,61753367758058001,248502249,2,99400900,1.0864,False
1,61753368255062499,61753368255062500,248502250,2,2994003,1.0264,False
1,61753739517982008,61753739517982009,248502997,2,106288708292568,1.0070,False
1,62007088199450624,62007088199450625,249012225,2,4377485312,1.0314,False
1,62082586772250624,62082586772250625,249163775,2,165888,1.0452,False
1,62082587270578175,62082587270578176,249163776,2,420175,1.0260,False
1,62088280793390400,62088280793390401,249175201,2,85875907044800,1.0005,False
1,62196305320880640,62196305320880641,249391871,2,149361408,1.0193,False
1,62413693315964928,62413693315964929,249827327,2,59303632896,1.0063,False
1,62428021235712000,62428021235712001,249856001,2,8062156800,1.0862,False
1,62430643751840000,62430643751840001,15807,4,160000,1.0003,False
1,62499999999999999,62500000000000000,250000000,2,1681,1.0379,False
1,62500000500000000,62500000500000001,250000001,2,62500000,1.2565,False
1,62693871612078248,62693871612078249,250387443,2,1001549768,1.0041,False
1,62771654544998399,62771654544998400,250542720,2,254753521,1.0290,False
1,62875561998500000,62875561998500001,250749999,2,250000,1.0263,False
1,62875562499999999,62875562500000000,250750000,2,6777027,1.0078,False
1,62930426527109375,62930426527109376,250859376,2,24412578125,1.0243,False
1,62969518995672960,62969518995672961,15841,4,9124992,1.0020,False
1,63022459673442176,63022459673442177,397953,3,128,1.0059,False
1,63112744003805000,63112744003805001,251222499,2,145206605000,1.0016,False
1,63256965712890624,63256965712890625,251509375,2,2519424,1.0194,False
1,63447887464826880,63447887464826881,15871,4,1083392,1.0103,False
1,63511874740109375,63511874740109376,252015624,2,252015625,1.0045,False
1,63511875244140624,63511875244140625,15875,4,31752,1.0229,False
1,63524572425864224,63524572425864225,252040815,2,2085136,1.0279,False
1,63527879244390624,63527879244390625,252047375,2,504094752,1.0045,False
1,63799283764210400,63799283764210401,252585201,2,13868176,1.0757,False
1,63805691337342975,63805691337342976,2296,5,648675,1.0235,False
1,63907840505600000,63907840505600001,252800001,2,7030400000,1.0361,False
1,63933210997530624,63933210997530625,252850175,2,482129096704,1.0673,False
1,63999999999999999,64000000000000000,400000,3,169,1.0365,False
1,64049486906160000,64049486906160001,253080001,2,91108800720000,1.0017,False
1,64177722382234175,64177722382234176,253333224,2,487179275,1.0060,False
1,64268671315402224,64268671315402225,253512665,2,2313320542632,1.0262,False
1,64284443812900440,64284443812900441,253543771,2,190451736,1.0099,False
1,64414667912601600,64414667912601601,253800449,2,41582665728,1.0599,False
1,64530630721382400,64530630721382401,254028799,2,9069926400,1.0340,False
1,64620626884515624,64620626884515625,254205875,2,95048,1.0032,False
1,64664404480729088,64664404480729089,254291967,2,8192,1.1157,False
1,64664404989313023,64664404989313024,254291968,2,132651,1.0939,False
1,64757383628027840,64757383628027841,254474721,2,1906624,1.0158,False
1,64875654320758008,64875654320758009,254706997,2,1018827992,1.0158,False
1,64875655339586000,64875655339586001,254706999,2,254706998000,1.0024,False
1,64925062108545023,64925062108545024,48,10,49,1.0040,False
1,64925062618152960,64925062618152961,254803969,2,254803968,1.0224,False
1,64965771383377920,64965771383377921,254883839,2,1441994752,1.0259,False
1,65050364262973440,65050364262973441,255049729,2,935886848,1.0115,False
1,65101521989700000,65101521989700001,255149999,2,3525480450000,1.0289,False
1,65473550372244000,65473550372244001,255877999,2,686000,1.0279,False
1,65473550883999999,65473550884000000,255878000,2,8254129,1.0707,False
1,65519223345807360,65519223345807361,255967231,2,139792236544,1.0235,False
1,65538163217850624,65538163217850625,256004225,2,2439569664,1.0033,False
1,65552385536064000,65552385536064001,16001,4,576000,1.0047,False
1,65587849739360000,65587849739360001,256101249,2,27040000,1.0035,False
1,65693150608176000,65693150608176001,256306751,2,22723064000,1.0663,False
1,65911506211563768,65911506211563769,256732363,2,234975384,1.0002,False
1,66039362337600000,66039362337600001,256981249,2,7873200000,1.0692,False
1,66070088533050624,66070088533050625,257041025,2,11290752,1.0232,False
1,66305805040746495,66305805040746496,257499136,2,753003,1.0007,False
1,66470443396890624,66470443396890625,257818625,2,63700992,1.0718,False
1,66524583952807200,66524583952807201,257923601,2,992904238101600,1.0153,False
1,66708726282105624,66708726282105625,258280325,2,344373768,1.0321,False
1,66708727315226928,66708727315226929,258280327,2,2066242608,1.0075,False
1,66777782475300624,66777782475300625,258413975,2,5520404016,1.0012,False
1,66870081573435000,66870081573435001,258592501,2,41691864375,1.0492,False
1,66944383932432383,66944383932432384,258736128,2,16556761,1.0190,False
1,66967734834000000,66967734834000001,258781249,2,9018009000000,1.0222,False
1,67080104380989440,67080104380989441,258998271,2,2097152,1.0085,False
1,67301742073678848,67301742073678849,259425793,2,909767168,1.0514,False
1,67392625723204608,67392625723204609,259600897,2,1196240937984,1.0329,False
1,67483187266719168,67483187266719169,259775263,2,762048,1.0006,False
1,67658451789938688,67658451789938689,260112383,2,86704128,1.0487,False
1,67658452310163455,67658452310163456,16128,4,16129,1.0294,False
1,67675233720729599,67675233720729600,260144640,2,260144641,1.0487,False
1,67675234241018880,67675234241018881,127,8,256,1.0687,False
1,67879690423110720,67879690423110721,260537311,2,363956410944,1.0147,False
1,68016640521600000,68016640521600001,260800001,2,28800000,1.0109,False
1,68126445090805760,68126445090805761,261010431,2,1763584,1.0619,False
1,68126445612826623,68126445612826624,261010432,2,323433,1.0421,False
1,68197024921651200,68197024921651201,261145601,2,23094149990400,1.0141,False
1,68320157328800000,68320157328800001,261381249,2,51051025000,1.1014,False
1,68606292724609374,68606292724609375,409375,3,87723,1.1628,False
1,68611071073996800,68611071073996801,261937151,2,331776,1.0629,False
1,68719476211712000,68719476211712001,262143999,2,524288000,1.0154,False
1,68727446668958400,68727446668958401,262159201,2,226505550528,1.0517,False
1,68745181309878528,68745181309878529,262193023,2,19540983885696,1.0201,False
1,68908429292230800,68908429292230801,262504151,2,291600,1.0014,False
1,69162570851401728,69162570851401729,262987777,2,57649840128,1.0172,False
1,69202297176257024,69202297176257025,263063295,2,512,1.0115,False
1,69209807310949760,69209807310949761,263077569,2,675199616,1.0157,False
1,69216953734504800,69216953734504801,263091151,2,93284304224400,1.0242,False
1,69251782964302224,69251782964302225,263157335,2,238099731012,1.0386,False
1,69283808703203328,69283808703203329,263218177,2,1842556478464,1.0504,False
1,69344282055650624,69344282055650625,263333025,2,123921424,1.0405,False
1,69522857138671875,69522857138671876,263671874,2,95185546875,1.0061,False
1,69596374571317503,69596374571317504,263811248,2,741799539243,1.0586,False
1,69856247077448975,69856247077448976,264303324,2,5623475,1.0335,False
1,69856247606055624,69856247606055625,264303325,2,177147,1.0529,False
1,70194577585563648,70194577585563649,264942593,2,18432,1.0108,False
1,70420241235279375,70420241235279376,265368124,2,82355625,1.0361,False
1,70556640624999999,70556640625000000,265625000,2,729,1.0093,False
1,70556641156250000,70556641156250001,265625001,2,15625000,1.0278,False
1,70621170867011583,70621170867011584,413344,3,177147,1.0218,False
1,70638768666643400,70638768666643401,265779549,2,282744200,1.0148,False
1,70639672320000000,70639672320000001,265781249,2,5120000000,1.1496,False
1,70646849659152000,70646849659152001,265794751,2,36504000,1.0255,False
1,70884402669080000,70884402669080001,266241249,2,12698660000,1.0333,False
1,70892520064659048,70892520064659049,266256493,2,1491657620348,1.1664,False
1,71215387354824768,71215387354824769,266862113,2,86820610752,1.0741,False
1,71216872183361024,71216872183361025,266864895,2,266864896,1.0292,False
1,71216872717090815,71216872717090816,16336,4,3139587,1.0106,False
1,71217282088429568,71217282088429569,266865663,2,273270437888,1.0000,False
1,71293272063999999,71293272064000000,267008000,2,37702717,1.0198,False
1,71320709775390624,71320709775390625,267059375,2,352812384,1.0360,False
1,71454096669438080,71454096669438081,267308991,2,855388768,1.0444,False
1,71624867682158756,71624867682158757,415293,3,20349308,1.0061,False
1,71636000048152575,71636000048152576,267649024,2,6528025,1.0058,False
1,71636000583450624,71636000583450625,267649025,2,262144,1.0242,False
1,71676620624703456,71676620624703457,415393,3,224211488,1.0323,False
1,71705900787180624,71705900787180625,267779575,2,11449008,1.0298,False
1,71728820801127423,71728820801127424,267822368,2,397953,1.0078,False
