a,b,c,n,l,m,quality,m is not a proper divisor of b
1,640124524456574975,640124524456574976,800077824,2,2367309025,1.0128,False
1,640774306057602024,640774306057602025,800483795,2,1600967592,1.0166,False
1,640774309259537208,640774309259537209,800483797,2,2786484093876,1.0258,False
1,641008398501260000,641008398501260001,800630001,2,69620000,1.0166,False
1,641108035972681728,641108035972681729,800692223,2,1986250510336,1.0017,False
1,642345545126390624,642345545126390625,801464625,2,1293984784,1.0256,False
1,642403453853564000,642403453853564001,801500751,2,6261724625,1.0751,False
1,642403455456565503,642403455456565504,801500752,2,6562323,1.0600,False
1,643421655546147855,643421655546147856,28322,4,19773,1.1208,False
1,643421657150419224,643421657150419225,802135685,2,94368904,1.0765,False
1,643614811478917775,643614811478917776,802256076,2,8575,1.0190,False
1,644006248395000000,644006248395000001,802499999,2,271445000000,1.0004,False
1,646173769456929024,646173769456929025,803849345,2,186624,1.0301,False
1,647384145069441024,647384145069441025,804601855,2,366183243776,1.0795,False
1,649983724290293760,649983724290293761,806215681,2,615357554688,1.0503,False
1,650117472676890624,650117472676890625,806298625,2,4299982848,1.0103,False
1,650589565565255624,650589565565255625,806591325,2,8954968,1.0114,False
1,651442696014240000,651442696014240001,807120001,2,25266365280000,1.0132,False
1,651666899338854399,651666899338854400,807258880,2,3150913689,1.0192,False
1,653343838134765624,653343838134765625,808296875,2,377905032,1.0146,False
1,653475999740133375,653475999740133376,28432,4,54675,1.0415,False
1,653918055486696000,653918055486696001,808651999,2,294055272000,1.0136,False
1,655744294604599200,655744294604599201,809780399,2,151338959200,1.0402,False
1,655864876448812800,655864876448812801,809854849,2,685843200,1.0084,False
1,655932180352752800,655932180352752801,809896401,2,615890800,1.0187,False
1,658802710138890624,658802710138890625,811666625,2,1623333248,1.0100,False
1,659279978602172928,659279978602172929,811960577,2,485955638784,1.0063,False
1,659372892900519680,659372892900519681,812017791,2,128,1.0298,False
1,659372894524555263,659372894524555264,812017792,2,812017791,1.0122,False
1,660143719684459520,660143719684459521,812492289,2,94462919168,1.0345,False
1,661055790598890624,661055790598890625,813053375,2,3631296777696,1.0422,False
1,661511154488889599,661511154488889600,813333360,2,1367213379841,1.0105,False
1,662099513967640575,662099513967640576,813694976,2,6075,1.1231,False
1,662099515595030528,662099515595030529,813694977,2,524288,1.0956,False
1,663588433837890624,663588433837890625,814609375,2,232745536,1.0039,False
1,663588435467109375,663588435467109376,814609376,2,703125,1.0139,False
1,663747458372478528,663747458372478529,814706977,2,21925394191936,1.0029,False
1,664655962011451200,664655962011451201,815264351,2,107951268801600,1.0017,False
1,665302956643713024,665302956643713025,815661055,2,2359296,1.0667,False
1,665302958275035135,665302958275035136,815661056,2,14830201,1.0192,False
1,665323420105612800,665323420105612801,815673599,2,1631347200,1.0051,False
1,665416607551718399,665416607551718400,815730720,2,815730721,1.0051,False
1,665416609183179840,665416609183179841,13,16,32,1.0224,False
1,665882691627486024,665882691627486025,816016355,2,471657453768,1.0135,False
1,666334874068890624,666334874068890625,816293375,2,204073344,1.0545,False
1,666334875701477375,666334875701477376,816293376,2,125,1.0360,False
1,666399073823959203,666399073823959204,816332698,2,905986225053,1.0199,False
1,666514601335937024,666514601335937025,816403455,2,2725888,1.0146,False
1,666908938428125183,666908938428125184,816644928,2,280109210647,1.0720,False
1,667539857584703375,667539857584703376,817031124,2,2511030411125,1.0185,False
1,668403779673003200,668403779673003201,28593,4,336400,1.0373,False
1,669063592063455624,669063592063455625,817963075,2,4662594023969,1.0689,False
1,669878708077759488,669878708077759489,818461183,2,19954863104,1.0025,False
1,670099882727378943,670099882727378944,818596288,2,93710763,1.0167,False
1,670337232814080000,670337232814080001,818741249,2,1062789120000,1.0257,False
1,671529030587625000,671529030587625001,819468749,2,15046062500,1.0332,False
1,672705461723847695,672705461723847696,820186236,2,820186237,1.0216,False
1,672705463364220168,672705463364220169,820186237,2,2187,1.0396,False
1,673083884883108608,673083884883108609,820416897,2,132584103568,1.0802,False
1,675433342507017456,675433342507017457,877393,3,50972652,1.0421,False
1,675685578240921599,675685578240921600,822000960,2,1212851653,1.0651,False
1,675915705492701183,675915705492701184,822140928,2,822140929,1.0634,False
1,675915707136983040,675915707136983041,28673,4,221184,1.0829,False
1,676312125963012288,676312125963012289,822381983,2,26244,1.0737,False
1,676312127607776255,676312127607776256,822381984,2,822381983,1.0546,False
1,678087058365813888,678087058365813889,823460417,2,266334272728128,1.0251,False
1,678872797921890624,678872797921890625,823937375,2,678976,1.0028,False
1,679336549500000000,679336549500000001,824218751,2,144500000000,1.0008,False
1,681778031067617120,681778031067617121,825698511,2,62462485668128,1.0013,False
1,682889150291171328,682889150291171329,826371073,2,53214713856,1.0587,False
1,683110516678010000,683110516678010001,28749,4,10000,1.0062,False
1,683693985138694200,683693985138694201,826857899,2,67412146040100,1.0214,False
1,685246166292648960,685246166292648961,827795969,2,367231249152,1.0447,False
1,685791013968750000,685791013968750001,828124999,2,31250000,1.0068,False
1,685791015624999999,685791015625000000,828125000,2,1096209,1.0169,False
1,685919796763968000,685919796763968001,828202751,2,146016000,1.0232,False
1,686639581050175488,686639581050175489,828637183,2,3538944,1.0396,False
1,687875167088524800,687875167088524801,28799,4,13939200,1.0094,False
1,687970713599999999,687970713600000000,28800,4,2197,1.1167,False
1,687970715258880000,687970715258880001,829440001,2,2654208,1.1382,False
1,688731936911360000,688731936911360001,829898751,2,518686720000,1.0305,False
1,688922733887553024,688922733887553025,830013695,2,7312896,1.0017,False
1,690327302687109375,690327302687109376,830859376,2,3818287578125,1.0421,False
1,692536344100503552,692536344100503553,884737,3,74760192,1.0477,False
1,695429367868150083,695429367868150084,833924078,2,3518667,1.0471,False
1,695429369535998240,695429369535998241,833924079,2,228488,1.1267,False
1,697179147563886848,697179147563886849,834972543,2,76311424,1.0331,False
1,697575742429580000,697575742429580001,835209999,2,40925290000,1.0292,False
1,698922319199779080,698922319199779081,836015741,2,472392,1.0079,False
1,699051894268392288,699051894268392289,836093233,2,30226656906144,1.0338,False
1,699436496530886400,699436496530886401,836323201,2,963444328704,1.0486,False
1,700186255362883583,700186255362883584,836771328,2,191989650497089,1.0660,False
1,700327213239513600,700327213239513601,836855551,2,14192755200,1.1076,False
1,700681371556773887,700681371556773888,888192,3,596183,1.0218,False
1,700845865098890624,700845865098890625,837165375,2,1122541892,1.0922,False
1,702060699462890624,702060699462890625,837890625,2,445568,1.0140,False
1,703824889118883840,703824889118883841,838942721,2,336758320152576,1.0257,False
1,704747951378655624,704747951378655625,839492675,2,41455761845803272,1.0133,False
1,704832893806860224,704832893806860225,839543265,2,36992610368,1.0126,False
1,704883670297985024,704883670297985025,839573505,2,239878144,1.0012,False
1,705447758212890624,705447758212890625,839909375,2,9437184,1.0211,False
1,705447759892709375,705447759892709376,839909376,2,3125,1.0038,False
1,706145552691258240,706145552691258241,840324671,2,418176,1.0004,False
1,706235813167640624,706235813167640625,840378375,2,35952016,1.0116,False
1,706455230712890624,706455230712890625,890625,3,6272,1.0287,False
1,709858174224564224,709858174224564225,842530815,2,262144,1.0354,False
1,709858175909625855,709858175909625856,842530816,2,19683,1.0177,False
1,711318276952209423,711318276952209424,843396868,2,224999541963,1.0592,False
1,711650415039062499,711650415039062500,843593750,2,25563447,1.0418,False
1,711650416726250000,711650416726250001,843593751,2,15625,1.0998,False
1,712811195519672088,712811195519672089,844281467,2,3756536,1.0943,False
1,712858107946944000,712858107946944001,29057,4,64000,1.0106,False
1,713503856875980624,713503856875980625,844691575,2,190096,1.0161,False
1,715792461830045720,715792461830045721,846045189,2,195605647928,1.0105,False
1,716835270558240000,716835270558240001,846661249,2,4389091920000,1.0269,False
1,716974641160089600,716974641160089601,846743551,2,145195350579200,1.0258,False
1,717114032083784448,717114032083784449,846825857,2,108393709824,1.0028,False
1,717241725557760000,717241725557760001,846901249,2,352875520000,1.0670,False
1,717626483730140624,717626483730140625,847128375,2,9012004,1.0396,False
1,717626485424397375,717626485424397376,847128376,2,847128375,1.0217,False
1,717901403212890624,717901403212890625,847290625,2,47525504,1.0427,False
1,718950309908709375,718950309908709376,847909376,2,781396875,1.0201,False
1,721273331904959375,721273331904959376,849278124,2,2653994134375,1.0346,False
1,722920437147398399,722920437147398400,850247280,2,4530967760449,1.0400,False
1,723118798138494240,723118798138494241,29161,4,23328,1.0094,False
1,724470841489443840,724470841489443841,851158529,2,4471137792,1.0180,False
1,724828290440247360,724828290440247361,851368481,2,153055008,1.0258,False
1,726269600029833728,726269600029833729,852214527,2,3484777024,1.0705,False
1,727528562617216800,727528562617216801,852952849,2,1815109507600,1.0192,False
1,728307346278744000,728307346278744001,853409249,2,57132000,1.0260,False
1,728990105606562275,728990105606562276,853809174,2,82719025,1.0625,False
1,730630686147429375,730630686147429376,854769376,2,293185895625,1.0085,False
1,731604053933550720,731604053933550721,855338561,2,19769472,1.0277,False
1,732396815021441024,732396815021441025,855801855,2,89558941696,1.0046,False
1,733462836844953600,733462836844953601,856424449,2,2098239897600,1.0014,False
1,735095251538841599,735095251538841600,857376960,2,857376961,1.0092,False
1,735095253253595520,735095253253595521,29281,4,937024,1.0266,False
1,735195679532025624,735195679532025625,857435525,2,15433839432,1.0076,False
1,736512605476171875,736512605476171876,858203126,2,10237161796875,1.0477,False
1,737306971545624480,737306971545624481,29303,4,231161616,1.0181,False
1,737969051844665000,737969051844665001,859051251,2,1718102500,1.0210,False
1,739086237532160000,739086237532160001,859701249,2,163840000,1.0157,False
1,739465629383671875,739465629383671876,859921874,2,144407109375,1.0069,False
1,740664634572800000,740664634572800001,860618751,2,80281600000,1.0070,False
1,742428671512002048,742428671512002049,861643007,2,90699264,1.0054,False
1,742566445453143750,742566445453143751,3751,5,3125,1.0149,False
1,742797669438981024,742797669438981025,861857105,2,468512,1.0131,False
1,742865705996730624,742865705996730625,861896575,2,271063296,1.0139,False
1,744229154181607423,744229154181607424,906224,3,823543,1.0921,False
1,744580228987109375,744580228987109376,862890624,2,862890625,1.0223,False
1,744580230712890624,744580230712890625,29375,4,1728,1.0402,False
1,744681623812890624,744681623812890625,862949375,2,862949376,1.0223,False
1,744681625538789375,744681625538789376,29376,4,625,1.0050,False
1,744731113055846400,744731113055846401,862978049,2,61662560256,1.0428,False
1,745211310001250624,745211310001250625,863256225,2,2637376,1.0516,False
1,747217830410640624,747217830410640625,864417625,2,34427173081,1.0563,False
1,748978860829179903,748978860829179904,865435648,2,2197,1.0023,False
1,748978862560051200,748978862560051201,865435649,2,78675968,1.0618,False
1,749246046368820000,749246046368820001,865589999,2,3296230000,1.0270,False
1,749294523655236000,749294523655236001,865618001,2,47473452000,1.0687,False
1,752178180270664224,752178180270664225,867282065,2,649459296,1.0520,False
1,752691801243359375,752691801243359376,867578124,2,725691015625,1.0133,False
1,754700011996008960,754700011996008961,868734719,2,3005755070976,1.0285,False
1,754704016868376575,754704016868376576,868737024,2,222272575,1.0342,False
1,756683133710546250,756683133710546251,911251,3,1366875,1.0023,False
1,757939360373693874,757939360373693875,911755,3,1367631,1.0205,False
1,758045044751099328,758045044751099329,870657823,2,666387648,1.0159,False
1,758526950320713728,758526950320713729,870934527,2,1469253632,1.0221,False
1,759178493459165024,759178493459165025,871308495,2,13940935904,1.0072,False
1,759209359005006848,759209359005006849,871326207,2,133448704,1.0029,False
1,760231058654565216,760231058654565217,97,9,864,1.0097,False
1,762620143348125000,762620143348125001,873281251,2,6014401875000,1.0035,False
1,763835178258040896,763835178258040897,914113,3,940621248,1.0015,False
1,765684802167725583,765684802167725584,875034172,2,411879936615237,1.0834,False
1,767227057443890288,767227057443890289,875914983,2,163493008,1.0153,False
1,767631744384765624,767631744384765625,915625,3,17496,1.0170,False
