a,b,c,n,l,m,quality,m is not a proper divisor of b
1,146425680918546875,146425680918546876,527075,3,77480172,1.0119,False
1,148862674559505087,148862674559505088,529983,3,529984,1.0074,False
1,149385726457566227,149385726457566228,530603,3,545991516,1.0093,False
1,149442323051763000,149442323051763001,530670,3,22344529,1.0043,False
1,150093788009984000,150093788009984001,531440,3,531441,1.0555,False
1,154195876441033272,154195876441033273,536238,3,82369,1.0111,False
1,155568095557812224,155568095557812225,14,15,225,1.0017,False
1,158778968709874499,158778968709874500,541499,3,99139625,1.0484,False
1,159339973789011456,159339973789011457,542136,3,586656841,1.0057,False
1,164341563462254592,164341563462254593,288,7,289,1.0270,False
1,165606625911799808,165606625911799809,549152,3,49923,1.0390,False
1,167396204779097867,167396204779097868,551123,3,236196,1.0049,False
1,167618638391347863,167618638391347864,551367,3,3377129,1.0513,False
1,173815850074112000,173815850074112001,558080,3,64827,1.0269,False
1,174114081273995199,174114081273995200,558399,3,1854673600,1.0075,False
1,186614811693021375,186614811693021376,571455,3,1620896,1.0186,False
1,204960520253288799,204960520253288800,589599,3,537824,1.0577,False
1,216171765509819679,216171765509819680,600159,3,227364941584,1.0298,False
1,216674621119770624,216674621119770625,600624,3,29430625,1.0020,False
1,221151061526708224,221151061526708225,2944,5,3025,1.0045,False
1,230445614257897472,230445614257897473,613088,3,613089,1.0350,False
1,231615814836498624,231615814836498625,614124,3,269846525,1.0661,False
1,234476001505803087,234476001505803088,303,7,29584,1.0032,False
1,238660275899727872,238660275899727873,620288,3,620289,1.0293,False
1,239888212310375000,239888212310375001,621350,3,555579,1.0662,False
1,241696095173176643,241696095173176644,622907,3,345138948,1.0046,False
1,242052466235324597,242052466235324598,623213,3,28588707,1.0199,False
1,242095580578125000,242095580578125001,623250,3,55706287,1.0221,False
1,242146858352296184,242146858352296185,623294,3,19683,1.0203,False
1,242148023840397375,242148023840397376,623295,3,10816,1.0095,False
1,252876769144602624,252876769144602625,3024,5,3025,1.0492,False
1,257764597270839296,257764597270839297,636416,3,19683,1.0248,False
1,264114999296000000,264114999296000001,641600,3,1924803,1.0148,False
1,271551443074317496,271551443074317497,647566,3,2352637,1.0208,False
1,273504789095595875,273504789095595876,649115,3,11972049588,1.0122,False
1,276664364883270125,276664364883270126,651605,3,40401,1.0190,False
1,280271956363015625,280271956363015626,654425,3,10556001,1.0087,False
1,281474976710656000,281474976710656001,655360,3,169,1.0066,False
1,295173166182351599,295173166182351600,3119,5,4879688,1.0608,False
1,295574660720703125,295574660720703126,666125,3,9261,1.0560,False
1,297546691796890624,297546691796890625,3124,5,15625,1.0175,False
1,298302585461637632,298302585461637633,668168,3,243,1.0221,False
1,300895254268304651,300895254268304652,3131,5,7328907,1.0280,False
1,302517109097000000,302517109097000001,671300,3,41177889,1.0176,False
1,307295438552170496,307295438552170497,674816,3,224939,1.0327,False
1,310804638787109375,310804638787109376,677375,3,2032128,1.0847,False
1,317694818124163584,317694818124163585,682344,3,67081,1.0307,False
1,322072728733177344,322072728733177345,685464,3,1331,1.0110,False
1,323235621666639872,323235621666639873,686288,3,8262991801,1.0295,False
1,325841049356304383,325841049356304384,688127,3,2048,1.1273,False
1,334618187091895251,334618187091895252,694251,3,3014284,1.0166,False
1,340981253484314624,340981253484314625,698624,3,91125,1.1292,False
1,355779876259553472,355779876259553473,708588,3,49,1.0038,False
1,356345034320812347,356345034320812348,708963,3,243174652,1.0131,False
1,357353251272686591,357353251272686592,709631,3,27648,1.0023,False
1,366623549568150875,366623549568150876,715715,3,2147148,1.0105,False
1,367639191482300299,367639191482300300,3259,5,32604100,1.0141,False
1,373358430088917911,373358430088917912,720071,3,11327256,1.0081,False
1,414366738121237824,414366738121237825,745524,3,1266325,1.0099,False
1,422145057604096000,422145057604096001,750160,3,1375890649,1.0257,False
1,428886683801872801,428886683801872802,3361,5,2237411,1.0097,False
1,442532603853877823,442532603853877824,762047,3,571536,1.0424,False
1,442673732751921152,442673732751921153,762128,3,261410247,1.0356,False
1,460650556950242112,460650556950242113,772308,3,400576813,1.0129,False
1,470184984576000000,470184984576000001,777600,3,343,1.0122,False
1,482037836493312000,482037836493312001,784080,3,2401,1.0009,False
1,486388759756013568,486388759756013569,786432,3,49,1.0038,False
1,490377647741566976,490377647741566977,788576,3,1058841,1.0006,False
1,493024690386763776,493024690386763777,3456,5,961,1.0420,False
1,500339261339072000,500339261339072001,793880,3,116700507,1.0235,False
1,546566339893690368,546566339893690369,3528,5,58081,1.0447,False
1,547246184654475648,547246184654475649,342,7,2401,1.0277,False
1,551618170626866624,551618170626866625,820124,3,177639075,1.0522,False
1,563028004418992749,563028004418992750,3549,5,15125,1.0002,False
1,565715982632764608,565715982632764609,827052,3,167281,1.0126,False
1,575156116558088883,575156116558088884,831627,3,199050397,1.0301,False
1,581746347858515625,581746347858515626,345,7,214369,1.0072,False
1,598486751707387067,598486751707387068,842723,3,3461067468,1.0021,False
1,598546408982090751,598546408982090752,842751,3,1024,1.0156,False
1,607815464791874039,607815464791874040,847079,3,956722646884,1.0800,False
1,609890803591690088,609890803591690089,848042,3,3814209,1.0038,False
1,617597356430874799,617597356430874800,851599,3,14602768,1.0548,False
1,618400523833311232,618400523833311233,851968,3,961,1.0043,False
1,620495509182561089,620495509182561090,852929,3,18915363,1.0241,False
1,621261869207552000,621261869207552001,853280,3,1365290667,1.0323,False
1,627771728515625000,627771728515625001,856250,3,233523,1.0150,False
1,630249409724609375,630249409724609376,95,9,864,1.0103,False
1,637441536033050624,637441536033050625,860624,3,151875,1.0144,False
1,638499803131000000,638499803131000001,861100,3,269929837,1.0036,False
1,642233058981734375,642233058981734376,862775,3,118014516,1.0198,False
1,644970304514591999,644970304514592000,863999,3,222264000,1.0403,False
1,693737007708372992,693737007708372993,885248,3,449307,1.0277,False
1,700679004904351871,700679004904351872,888191,3,10368,1.0007,False
1,706452851076890624,706452851076890625,890624,3,15625,1.0578,False
1,716223161931418624,716223161931418625,3724,5,15125,1.0008,False
1,717368321110468608,717368321110468609,42,11,12167,1.0657,False
1,721174409963896832,721174409963896833,896768,3,97162443,1.0221,False
1,736879550004275391,736879550004275392,903231,3,199712,1.0176,False
1,749127895396134912,749127895396134913,908208,3,6229405531,1.0567,False
1,760923468497375000,760923468497375001,912950,3,3441123,1.0402,False
1,778200575337562112,778200575337562113,919808,3,16916769,1.0133,False
1,782755241659084799,782755241659084800,921599,3,921600,1.0282,False
1,787660225118208000,787660225118208001,923520,3,923521,1.0179,False
1,791709840251000000,791709840251000001,925100,3,19683,1.0462,False
1,805312227482796032,805312227482796033,930368,3,26317863,1.0184,False
1,810472573585239551,810472573585239552,932351,3,9826898432,1.0321,False
1,833747762130149888,833747762130149889,98,9,81,1.0162,False
1,835830337466234375,835830337466234376,941975,3,4750242084,1.0194,False
1,838135039898304000,838135039898304001,942840,3,46199209,1.0210,False
1,879402395465686763,879402395465686764,958067,3,72819985203,1.0267,False
1,887304539002868207,887304539002868208,3887,5,1944,1.0191,False
1,894300526166515623,894300526166515624,963447,3,38614472,1.0106,False
1,973923011787579391,973923011787579392,991231,3,952573952,1.0083,False
1,983690138057965568,983690138057965569,3968,5,1323,1.0276,False
1,992145653787109375,992145653787109376,997375,3,1755904,1.0568,False
1,994011992000000000,994011992000000001,998000,3,998001,1.0424,False
